ITEM_SEQ,ITEM_NAME,ENTP_NAME,CHART,PRINT_FRONT,PRINT_BACK,DRUG_SHAPE,COLOR_CLASS1,COLOR_CLASS2,LINE_FRONT,LINE_BACK,LENG_LONG,LENG_SHORT,THICK,CLASS_NAME,ETC_OTC_NAME,ITEM_PERMIT_DATE,FORM_CODE_NAME,MARK_CODE_FRONT_ANAL,MARK_CODE_BACK_ANAL,ITEM_IMAGE,MARK_CODE_FRONT_IMG,MARK_CODE_BACK_IMG,ITEM_ENG_NAME,EDI_CODE,last_updated
200901575,행심연질캡슐(은행엽건조엑스),동화약품(주),진한갈색의 내용물이 든 녹색의 타원형 연질캡슐,D-W GT,,타원형,초록,,,,14.23,8.25,8.35,기타의 순환계용약,일반의약품,20090227,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661645880000009,,,HANGSIM soft Capsules,,2024-12-11 2:55
200901619,알룬정,(주)휴온스,분홍색의 장방형 필를코팅정제,HS1,,타원형,분홍,,,,14.5,8.55,5.5,따로 분류되지 않는 대사성 의약품,일반의약품,20090302,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800128,,,"Alloon Tab. (Alginic acid, carboxymethylcellulose sodium)",,2024-12-11 2:55
200901620,미니메이드정(수출용),(주)넥스팜코리아,분홍색의 장방형 필름코팅정제,NK,,타원형,분홍,,,,14.78,8.92,5.39,따로 분류되지 않는 대사성 의약품,일반의약품,20090302,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800131,,,Minimaid Tab.,,2024-12-11 2:55
200901818,리버플란연질캡슐,(주)서흥,황갈색의 내용물을 함유하는 암갈색의 장방형 연질캡슐제,리버플란,,장방형,갈색,,,,25,9,8,간장질환용제,일반의약품,20090310,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800137,,,Liver Plan Soft Capsule,,2024-12-11 2:55
200902147,에코닉신정(클로닉신리시네이트),화일약품(주),주황색의 원형 필름코팅정,ECX,,원형,주황,,,,9,9,4,해열.진통.소염제,일반의약품,20090324,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800158,,,,,2024-12-11 2:55
200902192,토넥스포르테캡슐,대우제약(주),엷은 홍색의 분말이 든 상·하부 적색의 경질캡슐제,TONEX-F 마크,,장방형,빨강,빨강,,,21.7,7.0,7.5,기타의 중추신경용약,일반의약품,20090326,"경질캡슐제, 산제","dw,cW,dN,MP,NP",,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706768099900101,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900133,,,,2024-12-11 2:55
200902207,헤파라이프연질캡슐350mg(밀크시슬열매건조엑스),(주)테라젠이텍스,황갈색의 유상 내용물을 함유한 암적색(검붉은 색)의 장방형 연질캡슐,ETX H-L,,장방형,갈색,,,,19.9,9.0,9.0,간장질환용제,일반의약품,20090326,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N9-UdVMReL,,,Hepalife Soft Cap. 350mg,,2024-12-11 2:55
200902212,비타마인연질캡슐,(주)알피바이오,황녹색의 내용물을 함유한 암녹색 장방형 연질캡슐,VITAMINE,,장방형,초록,,,,24.4,8.5,8.5,기타의 비타민제,일반의약품,20090326,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800167,,,,,2024-12-11 2:55
200902301,그날엔정,경동제약(주),"상, 하층은 백색 내지 유백색이고 중간층은 적색 내지 연적색인 원형 필름코팅 삼중정제이며, 상,하층에 적색반점이 있을 수 있다.",N KYUNG DONG,,원형,"하양, 빨강",하양,,,8.6,8.6,4.8,해열.진통.소염제,일반의약품,20090330,다층정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706776344700043,,,Gnal-N Tab.,,2024-12-11 2:55
200902328,자베스카캡슐100밀리그램(미글루스타트),(주)한국얀센,"백색-미백색의 분말을 함유하는 상,하부 백색의 경질캡슐",OGT 918  100,,장방형,하양,하양,,,14.0,5.0,5.3,따로 분류되지 않는 대사성 의약품,"전문,희귀",20090331,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O7UMSVD8I4,,,Zavesca Capsule 100mg,646902440,2024-12-11 2:55
200902364,이프렌에스연질캡슐(덱시부프로펜),삼진제약(주),무색 내지 연한 청록색의 투명한 내용물이 든 연청록색의 투명한 장방형 연질캡슐,SJ DX,,장방형,"청록, 투명",,,,20,8.3,8.3,해열.진통.소염제,일반의약품,20090401,"연질캡슐제, 액상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ONpCOpRdVF,,,Ipren S Soft Cap.,,2024-12-11 2:55
200902452,맥스비타플러스정,(유)한풍제약,주황색의 타원형 필름코팅정제,GHT,,타원형,주황,,,,18.2,10.8,8.3,혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,20090405,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400005,,,,,2024-12-11 2:55
200902506,에델피스연질캡슐(디펜히드라민염산염),삼진제약(주),무색 투명한 액상의 내용물을 함유한 연청록색의 볼록한 타원형 연질캡슐,SJED,,타원형,"청록, 투명",,,,12.8,8.5,8.5,최면진정제,일반의약품,20090406,"연질캡슐제, 액상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MgMniIZaON,,,,,2024-12-11 2:55
200902577,제이에스콜드정,제이에스제약(주),연분홍색의 장방형 필름코팅정,CORE,,장방형,분홍,,,,23,8.5,5,해열.진통.소염제,일반의약품,20090409,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400017,,,,,2024-12-11 2:55
200902743,오메콜캡슐,청계제약(주),"백색-미황색의 가루가 든 상부 청색, 하부 흰색의 경질캡슐제",SCP OM,,장방형,파랑,하양,,,19.14,6.70,6.70,해열.진통.소염제,일반의약품,20090417,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400026,,,,,2024-12-11 2:55
200902749,리드비타큐정,(유)한풍제약,주황색의 타원형 필름코팅정제,GHT,,타원형,빨강,,,,18.2,10.8,8.3,혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,20090417,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400029,,,,,2024-12-11 2:55
200902791,비타엔큐연질캡슐,동화약품(주),황갈색의 내용물을 함유하는 암갈색의 장방형 연질캡슐,D-W VQ,,장방형,갈색,,,,24.8,8.3,8.3,기타의 비타민제,일반의약품,20090420,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661645880000015,,,,,2024-12-11 2:55
200902801,카페그린정,청계제약(주),연한 청색의 타원형 장용 필름코팅정,SCP,DL,타원형,파랑,,,,11.28,6.5,4.62,해열.진통.소염제,일반의약품,20090421,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400047,,,,,2024-12-11 2:55
200902805,트리답티브정,한국엠에스디(주),흰색 또는 엷은 흰색으로 한면에 ‘552’가 새겨진 양면이 볼록한 장방형의 서방성 이층정,552,,장방형,하양,,,,19.99,9.02,8.35,동맥경화용제,전문의약품,20090421,,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147817442818700152,,,TREDAPTIVE TAB,,2024-12-11 2:55
200902876,코프노캡슐,(주)휴온스생명과학,미황색 분말이 충진된 상하부 황색의 경질캡슐제,BTO CN,,장방형,노랑,노랑,,,20,7,6,진해거담제,일반의약품,20090421,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400053,,,,,2024-12-11 2:55
200902884,이젠이캡슐,경진제약(주),"엷은 주황색가루가 든 상,하부 연청색의 경질 캡슐제",이젠이 이젠이,,장방형,파랑,파랑,,,22,7,7,치과구강용약,일반의약품,20090421,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv12iojCfp,,,,,2024-12-11 2:55
200701086,스프라이셀정50밀리그램(다사티닙),(유)한국비엠에스제약,"흰색 내지 회백색의 양면이 볼록하고 타원형이며, 한쪽면에는 'BMS' 다른쪽면에는 ‘528’이 각인되어 있는 필름코팅정",BMS,528,타원형,하양,,,,11.0,5.9,3.0,항악성종양제,전문의약품,20070125,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500035,,,SPRYCEL TAB. 50MG,658700220,2024-12-11 2:55
200403661,에너지톤연질캡슐,(주)알피바이오,황색의 내용물이 든 암갈색의 장방형 연질캡슐,RPENT,,장방형,갈색,,,,21.8,7.4,7.4,기타의 비타민제,일반의약품,20040729,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500043,,,,,2024-12-11 2:55
200704968,토핀정25밀리그램(토피라메이트),대한뉴팜(주),흰색의 원형 필름코팅정,마크분할선N,25,원형,하양,,-,,6,6,2,항전간제,전문의약품,20070430,필름코팅정,D,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500049,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900148,,Topin Tab. 25mg,,2024-12-11 2:55
200202184,디스톤골드연질캡슐,한미약품(주),황갈색의 내용물이 든 적갈색의 장방형의 연질캅셀제 ,FT-CRE,,장방형,갈색,,,,25.0,8.9,8.9,혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,20020425,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918900100,,,,,2024-12-11 2:55
200202185,콘로친300연질캡슐,한미약품(주),황갈색의 내용물이 든 적갈색의 장방형 연질캅셀제,FT-C300,,장방형,갈색,,,,25.1,9.0,9.0,혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,20020425,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918900094,,,,,2024-12-11 2:55
200709387,케티맥스정100밀리그램(푸마르산쿠에티아핀),한국산도스(주),"한면에 “SZ""와 다른 한면에 ”231“이 새겨진 노란색의 양면이 볼록한 원형필름코팅정제",SZ,231,원형,노랑,,,,9,9,4,정신신경용제,전문의약품,20070809,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500074,,,,,2024-12-11 2:55
200302360,헤모윈연질캡슐,(주)알피바이오,갈색의 내용물을 함유한 암갈색의 장방형 연질캡슐,RPHPI,,장방형,갈색,,,,24,8,8,무기질제제,일반의약품,20030613,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725972805200140,,,,,2024-12-11 2:55
200102789,잔타놀정,조아제약(주),흰색의 장방형 필름코팅정,CAZT,,장방형,하양,,,,13.6,7.7,5.1,제산제,일반의약품,20011020,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500080,,,Zantanol Tab.,,2024-12-11 2:55
200402892,푸로콜에스캡슐,알파제약(주),"백색 또는 황색의 분말 또는 과립이 들어있는 상,하부 적갈색의 경질캡슐제",ALPHA,,장방형,갈색,갈색,,,20.9,6.8,6.6,해열.진통.소염제,일반의약품,20040517,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500107,,,,,2024-12-11 2:55
200101589,에코리자정,삼진제약(주),연한 옥색의 장방형 필름코팅정,SJ Z,분할선,장방형,하양,,,-,15.60,9.11,6.20,해열.진통.소염제,일반의약품,20010706,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500115,,,Ecoriza Tab.,,2024-12-11 2:55
200101951,한신타미놀캅셀(아세트아미노펜),(주)한국신약,백색의 가루가 충진된 상·하부 흰색의 캅셀제,TAMI NOL,,장방형,하양,하양,,,21.3,7.5,7.5,해열.진통.소염제,일반의약품,20010712,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500118,,,,,2024-12-11 2:55
200201781,아스노캡슐,고려제약(주),백색의 과립 및 분말이 들어있는 상하부 미황색의 경질캡슐제,ASN KDC,,장방형,노랑,노랑,,,15.70,5.57,5.83,진해거담제,일반의약품,20021218,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500121,,,Asno Cap.,,2024-12-11 2:55
200705825,아토스타정10밀리그램(아토르바스타틴칼슘삼수화물),동화약품(주),흰색의 타원형 필름코팅정,D-W,AT1,타원형,하양,,,,10.0,5.2,3.8,동맥경화용제,전문의약품,20070521,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oo7XeTdjqg,,,ATOSTAR Tablets 10mg,642702290,2024-12-11 2:55
200500735,비텐지연질캡슐,동화약품(주),황색의 내용물을 함유한 암적색의 장방형 연질캡슐,D-W B10,,장방형,갈색,,,,,,,혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,20050315,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151914121291300098,,,,,2024-12-11 2:55
200600140,라시핀정(라시디핀),오스틴제약(주),흰색의 타원형 필름코팅정제,W분할선K,R분할선D,타원형,하양,,-,-,12.9,7.3,4.5,혈압강하제,전문의약품,20060206,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500189,,,Lacipine Tab.(Lacidipine),,2024-12-11 2:55
200607723,포스펜정,정우신약(주),백색의 장방형 정제,J분할선W,,장방형,하양,,-,,17.95,8.26,6.00,해열.진통.소염제,일반의약품,20060929,나정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500196,,,,,2024-12-11 2:55
200612598,보령세파클러캡슐(세파클러수화물),(주)보령,"수출용 : 이약은 상부가 청색 불투명이고, 하부가 백색 불투명인 캡슐제이다. 캡슐 내용물은 백색 -황백색의 결정성 가루이며, 냄새는 없거나또는 약간 특이한 냄새가 있으며, 맛은 약간 쓰다.내수용 : 연한 노란색의 분말이 충전된 상부 청색불투명, 하부 흰색 불투명 경질 캡슐제",BR CCL,,장방형,파랑,하양,,,19,6.5,6.5,"주로 그람양성, 음성균에 작용하는 것",전문의약품,20061221,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500199,,,Boryung Cefaclor Cap.(Cefaclor hydrate),641901320,2024-12-11 2:55
200806047,리피다운캡슐60밀리그램(오르리스타트),한미약품(주),흰색 내지 연한노란색의 펠렛이 든 청록색의 경질캡슐제,Hanmi Lipidown         60,,장방형,파랑,파랑,,,17.6,5.8,5.8,따로 분류되지 않는 대사성 의약품,전문의약품,20080602,"경질캡슐제, 과립제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706772283900075,,,Lipidown Cap. 60mg,,2024-12-11 2:55
200808168,아지탑스정250밀리그램(아지트로마이신수화물),일동제약(주),흰색의 장방형 필름코팅정,IDPa,,타원형,하양,,,,15.8,7.9,5.7,"주로 그람양성균, 리케치아, 비루스에 작용하는 것",전문의약품,20080725,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUcjKl,,,Azitops Tab. 250mg(Azithromycin Hydrate),642902820,2024-12-11 2:55
200808280,수마트란정50밀리그램(수마트립탄숙신산염),명인제약(주),분홍색의 장방형 필름코팅정,SMT50,마크,장방형,분홍,,,,12.1,6.6,4.0,해열.진통.소염제,전문의약품,20080731,필름코팅정,,"꽃잎,마름모",https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154151882208400080,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900082,Sumatran Tab. 50mg,651902580,2024-12-11 2:55
200808340,바로디핀정5밀리그램(암로디핀베실산염),신풍제약(주),흰색의 팔각형 정제,VD분할선5,마크,팔각형,하양,,-,,8.7,6.2,3.8,혈압강하제,전문의약품,20080804,나정,,"SP,5P,dS,d5",https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706780504700036,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900160,Barodipine Tab. 5mg,648500920,2024-12-11 2:55
200808561,아네페질속붕정(도네페질염산염일수화물),대원제약(주),흰색 또는 연한 노란색의 원형 속붕해성 정제,DWP,D10,원형,하양,,,,10,10,3.5,기타의 중추신경용약,전문의약품,20080808,구강붕해정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333323956100001,,,,,2024-12-11 2:55
200808653,사르반정80밀리그램(발사르탄),대우제약(주),엷은 적색의 둥근 필름코팅정제,S분할선V,마크,원형,분홍,,-,,8.2,8.2,3.5,혈압강하제,전문의약품,20080812,필름코팅정,,D,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298766464500059,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900136,Sarvan Tab 80mg(valsartan),649602940,2024-12-11 2:55
200808753,레보텍캡슐(레보드로프로피진),(주)일화,"흰색의 분말이 충진된 상부 연갈색, 하부 담황색의 경질캡슐제",IHP LV,,장방형,갈색,노랑,,,17.2,6.1,6.0,진해거담제,전문의약품,20080818,"경질캡슐제, 산제",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426403087300083,,,,,2024-12-11 2:55
200903697,로비텐연질캡슐,아이큐어(주),황색～황갈색의 유상 내용물이 든 암자색의 장방형 연질캡슐,로비텐,,타원형,갈색,,,,24,9,9,비타민 C 및 P제,일반의약품,20090526,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000001,,,,,2024-12-11 2:55
200903698,맥스콜연질캡슐,한솔신약(주),백색 또는 엷은 적색의 내용물이 충진된 적색의 장방형 연질캡슐제,맥스콜,,장방형,빨강,,,,20,8,8,해열.진통.소염제,일반의약품,20090526,"연질캡슐제, 현탁상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000004,,,,,2024-12-11 2:55
200903727,속콜파워연질캡슐(수출용),일양약품(주),미황색 내지 주황색의 액상 내용물이 든 투명한 주황색의 장방형 연질캡슐,SOKOL PW,,장방형,"주황, 투명",,,,20,9.5,9.5,해열.진통.소염제,일반의약품,20090526,"연질캡슐제, 액상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706776344700019,,,Sokcol Power Soft Capsule,,2024-12-11 2:55
200903737,쿨드림연질캡슐(디펜히드라민염산염),(주)녹십자,무색 내지 연한 청록색의 투명한 액상의 내용물을 함유한 연청록색의 볼록한 타원형 연질캡슐,쿨드림,,타원형,"청록, 투명",,,,13.0,8.1,8.1,최면진정제,일반의약품,20090527,"연질캡슐제, 액상",,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000023,,,Cooldream Soft Cap.,,2024-12-11 2:55
200903776,긴코센정120밀리그램(은행엽건조엑스),태극제약(주),녹색의 원형 필름코팅정,TG120,,원형,초록,,,,10,10,4,기타의 순환계용약,일반의약품,20090528,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000031,,,Ginkosen Tab. 120mg,,2024-12-11 2:55
200903782,칼루타미정150밀리그램(비칼루타미드),(주)종근당,흰색 또는 거의 흰색의 원형 필름코팅정,CKD,150,원형,하양,,,,10,10,5,항악성종양제,전문의약품,20090528,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000034,,,Calutami Tab.150mg,643305110,2024-12-11 2:55
200903829,씨탈정(에스시탈로프람옥살산염),에이치엘비제약(주),흰색의 타원형 필름코팅정제,C분할선E,,타원형,하양,,-,,8,5.6,3.5,정신신경용제,전문의약품,20090529,필름코팅정,,,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000040,,,Cital Tablet(Escitalopram Oxalate),647301590,2024-12-11 2:55
